68.529	1.116286
69.779	1.093403
70.999	1.059378
72.249	1.021996
73.499	0.983773
74.749	0.946242
75.979	0.910078
77.229	0.87603
78.449	0.843333
79.699	0.812735
80.959	0.784107
82.209	0.757134
83.429	0.731858
84.679	0.708217
85.929	0.68586
87.179	0.66477
88.429	0.644805
89.659	0.626097
90.909	0.608423
92.159	0.591859
93.409	0.576117
94.659	0.56126
95.889	0.547045
97.109	0.533806
98.359	0.521131
99.589	0.509277
100.839	0.497924
102.089	0.487058
103.339	0.47672
104.589	0.466799
105.839	0.457383
107.069	0.448305
108.319	0.43963
109.569	0.431575
110.819	0.423663
112.069	0.416085
113.319	0.408682
114.549	0.401582
115.749	0.394864
116.999	0.388381
118.249	0.382123
119.499	0.376061
120.749	0.370153
121.999	0.364452
123.229	0.358953
124.479	0.353668
125.729	0.348546
126.979	0.343705
128.229	0.338945
129.479	0.33423
130.729	0.329677
131.949	0.325253
133.159	0.320945
134.409	0.316835
135.649	0.31274
136.899	0.30892
138.149	0.304992
139.399	0.301255
140.649	0.297597
141.879	0.294056
143.129	0.290585
144.379	0.287311
145.629	0.283992
146.879	0.280771
148.129	0.277666
149.379	0.274622
150.559	0.271628
151.809	0.268761
153.109	0.265796
154.309	0.263145
155.559	0.260278
156.809	0.257617
158.059	0.254985
159.289	0.252433
160.539	0.249977
161.789	0.247549
163.039	0.245226
164.289	0.242904
165.539	0.240618
166.789	0.238256
167.969	0.235951
169.219	0.233873
170.469	0.231683
171.769	0.229543
172.959	0.22755
174.209	0.225493
175.449	0.223569
176.689	0.221707
177.949	0.219832
179.199	0.21795
180.449	0.216152
181.699	0.214295
182.869	0.212549
184.389	0.209954
185.439	0.209248
186.619	0.207608
187.869	0.205964
189.169	0.204368
190.169	0.202846
191.599	0.201233
192.849	0.199747
194.039	0.19821
195.289	0.196692
196.399	0.195396
197.849	0.193997
199.099	0.192621
200.279	0.191138
201.579	0.189777
202.779	0.188384
204.019	0.187164
205.139	0.185765
206.519	0.184575
207.769	0.183341
209.019	0.182001
210.259	0.180892
211.429	0.179592
212.689	0.17845
213.999	0.177392
215.249	0.176239
216.369	0.175013
217.674	0.1739035
218.999	0.172869
220.049	0.171787
221.229	0.170743
222.669	0.169648
223.849	0.168704
225.169	0.167673
226.349	0.166679
227.529	0.165685
228.779	0.164637
230.089	0.163696
231.399	0.162755
232.579	0.161747
233.8056667	0.160841667
235.0323333	0.159936333
236.259	0.159031
237.449	0.158196
238.699	0.157173
240.009	0.156357
241.2123333	0.155498667
242.4156667	0.154640333
243.619	0.153782
244.864	0.153007
246.109	0.152232
247.389	0.151423
248.669	0.150614
249.919	0.149794
251.229	0.149094
252.349	0.148307
253.564	0.1475275
254.779	0.146748
256.209	0.145939
257.454	0.145212
258.699	0.144485
259.899	0.143841
261.079	0.143201
262.379	0.14243
263.639	0.14173
264.889	0.141037
266.1356667	0.140409667
267.3823333	0.139782333
268.629	0.139155
269.804	0.138425
271.059	0.137827
272.359	0.137078
273.559	0.136525
274.659	0.135794
275.909	0.135252
277.169	0.134593
278.4323333	0.133999667
279.6956667	0.133406333
280.959	0.132813
282.1856667	0.132230333
283.4123333	0.131647667
284.639	0.131065
